sample,time_s,x_in_V,d_in_V,y_out_V,e_out_V
4173,0.417300,-0.625763,-0.750107,-0.753479,-0.017029
4174,0.417400,-0.666290,-0.728958,-0.732513,-0.037994
4175,0.417500,-0.707092,-0.707092,-0.710373,-0.018585
4176,0.417600,-0.747208,-0.684540,-0.687805,-0.041153
4177,0.417700,-0.785645,-0.661301,-0.664062,-0.020477
4178,0.417800,-0.821472,-0.637421,-0.639999,-0.044540
4179,0.417900,-0.853775,-0.612900,-0.614822,-0.022598
4180,0.418000,-0.881668,-0.587784,-0.589417,-0.048004
4181,0.418100,-0.904343,-0.562073,-0.562958,-0.024826
4182,0.418200,-0.921082,-0.535812,-0.536377,-0.051407
4183,0.418300,-0.931198,-0.509033,-0.508804,-0.027008
4184,0.418400,-0.934158,-0.481750,-0.481232,-0.054581
4185,0.418500,-0.929504,-0.453979,-0.452728,-0.029022
4186,0.418600,-0.916916,-0.425766,-0.424347,-0.057404
4187,0.418700,-0.896149,-0.397141,-0.395111,-0.030655
4188,0.418800,-0.867126,-0.368118,-0.366257,-0.059509
4189,0.418900,-0.829880,-0.338730,-0.336609,-0.031509
4190,0.419000,-0.784531,-0.309006,-0.307434,-0.060684
4191,0.419100,-0.731400,-0.278976,-0.277512,-0.031494
4192,0.419200,-0.670853,-0.248688,-0.248169,-0.060837
4193,0.419300,-0.603394,-0.218140,-0.218079,-0.030609
4194,0.419400,-0.529648,-0.187378,-0.188629,-0.060059
4195,0.419500,-0.450317,-0.156433,-0.158463,-0.028915
4196,0.419600,-0.366196,-0.125320,-0.129028,-0.058350
4197,0.419700,-0.278168,-0.094101,-0.098892,-0.026428
4198,0.419800,-0.187134,-0.062790,-0.069565,-0.055756
4199,0.419900,-0.094070,-0.031403,-0.039536,-0.023254
4200,0.420000,0.000000,0.000000,-0.010361,-0.052429
4201,0.420100,0.094070,0.031403,0.019501,-0.019501
4202,0.420200,0.187134,0.062790,0.048492,-0.048492
4203,0.420300,0.278168,0.094101,0.078140,-0.015350
4204,0.420400,0.366196,0.125320,0.106918,-0.044128
4205,0.420500,0.450317,0.156433,0.136337,-0.011017
4206,0.420600,0.529648,0.187378,0.164902,-0.039581
4207,0.420700,0.603394,0.218140,0.194092,-0.006714
4208,0.420800,0.670853,0.248688,0.222427,-0.035049
4209,0.420900,0.731400,0.278976,0.251343,-0.002655
4210,0.421000,0.784531,0.309006,0.279419,-0.030731
4211,0.421100,0.829880,0.338730,0.308121,0.000885
4212,0.421200,0.867126,0.368118,0.335907,-0.026901
4213,0.421300,0.896149,0.397141,0.364136,0.003983
4214,0.421400,0.916916,0.425766,0.391602,-0.023483
4215,0.421500,0.929504,0.453979,0.419266,0.006500
4216,0.421600,0.934158,0.481750,0.446259,-0.020493
4217,0.421700,0.931198,0.509033,0.473267,0.008484
4218,0.421800,0.921082,0.535812,0.499695,-0.017944
4219,0.421900,0.904343,0.562073,0.525955,0.009857
4220,0.422000,0.881668,0.587784,0.551743,-0.015930
4221,0.422100,0.853775,0.612900,0.577744,0.010040
4222,0.422200,0.821472,0.637421,0.602661,-0.014877
4223,0.422300,0.785645,0.661301,0.627670,0.009750
4224,0.422400,0.747208,0.684540,0.651520,-0.014099
4225,0.422500,0.707092,0.707092,0.675415,0.009125
4226,0.422600,0.666290,0.728958,0.698090,-0.013550
4227,0.422700,0.625763,0.750107,0.720734,0.008224
4228,0.422800,0.586441,0.770508,0.742096,-0.013138
4229,0.422900,0.549271,0.790146,0.763367,0.007141
4230,0.423000,0.515121,0.809006,0.783279,-0.012772
4231,0.423100,0.484802,0.827072,0.803040,0.005966
4232,0.423200,0.459061,0.844315,0.821365,-0.012360
4233,0.423300,0.438568,0.860733,0.839478,0.004837
4234,0.423400,0.423889,0.876297,0.856094,-0.011780
4235,0.423500,0.415466,0.891006,0.872437,0.003860
4236,0.423600,0.413681,0.904816,0.887207,-0.010910
4237,0.423700,0.418732,0.917740,0.901657,0.003159
4238,0.423800,0.430756,0.929764,0.914474,-0.009659
4239,0.423900,0.449722,0.940872,0.926941,0.002823
4240,0.424000,0.475525,0.951050,0.937729,-0.007965
4241,0.424100,0.507874,0.960281,0.948105,0.002945
4242,0.424200,0.546417,0.968582,0.956757,-0.005707
4243,0.424300,0.590652,0.975906,0.964981,0.003601
4244,0.424400,0.639999,0.982285,0.971466,-0.002884
4245,0.424500,0.693787,0.987686,0.977493,0.004791
4246,0.424600,0.751236,0.992111,0.981766,0.000519
4247,0.424700,0.811493,0.995560,0.985565,0.006546
4248,0.424800,0.873672,0.998016,0.987610,0.004501
4249,0.424900,0.936829,0.999496,0.989182,0.008835
4250,0.425000,0.999985,1.000000,0.989014,0.009003
4251,0.425100,1.062164,0.999496,0.988373,0.011627
4252,0.425200,1.122360,0.998016,0.986023,0.013977
4253,0.425300,1.179611,0.995560,0.983215,0.014801
4254,0.425400,1.232986,0.992111,0.978729,0.019287
4255,0.425500,1.281570,0.987686,0.973816,0.018295
4256,0.425600,1.324554,0.982285,0.967880,0.024231
4257,0.425700,1.361160,0.975906,0.960922,0.021362
4258,0.425800,1.390747,0.968582,0.952988,0.029297
4259,0.425900,1.412704,0.960281,0.944092,0.024490
4260,0.426000,1.426575,0.951050,0.934250,0.034332
4261,0.426100,1.432022,0.940872,0.923508,0.027542
4262,0.426200,1.428787,0.929764,0.911896,0.039154
4263,0.426300,1.416763,0.917740,0.899414,0.030350
4264,0.426400,1.395966,0.904816,0.886108,0.043655
4265,0.426500,1.366531,0.891006,0.872009,0.032806
4266,0.426600,1.328720,0.876297,0.857147,0.047668
4267,0.426700,1.282898,0.860733,0.841522,0.034775
4268,0.426800,1.229584,0.844315,0.825317,0.050980
4269,0.426900,1.169342,0.827072,0.808380,0.035934
4270,0.427000,1.102905,0.809006,0.790970,0.053345
4271,0.427100,1.031021,0.790146,0.772812,0.036194
4272,0.427200,0.954575,0.770508,0.754303,0.054703
4273,0.427300,0.874451,0.750107,0.734985,0.035522
4274,0.427400,0.791626,0.728958,0.715393,0.055115
4275,0.427500,0.707092,0.707092,0.694977,0.033981
4276,0.427600,0.621872,0.684540,0.674515,0.054443
4277,0.427700,0.536957,0.661301,0.653076,0.031464
4278,0.427800,0.453354,0.637421,0.631638,0.052902
4279,0.427900,0.372025,0.612900,0.609177,0.028244
4280,0.428000,0.293884,0.587784,0.586716,0.050705
4281,0.428100,0.219803,0.562073,0.563202,0.024582
4282,0.428200,0.150558,0.535812,0.539688,0.048096
4283,0.428300,0.086868,0.509033,0.515091,0.020721
4284,0.428400,0.029327,0.481750,0.490494,0.045319
4285,0.428500,-0.021530,0.453979,0.464767,0.016983
4286,0.428600,-0.065353,0.425766,0.439102,0.042648
4287,0.428700,-0.101852,0.397141,0.412247,0.013519
4288,0.428800,-0.130875,0.368118,0.385498,0.040268
4289,0.428900,-0.152405,0.338730,0.357574,0.010544
4290,0.429000,-0.166504,0.309006,0.329819,0.038300
4291,0.429100,-0.173416,0.278976,0.300873,0.008133
4292,0.429200,-0.173462,0.248688,0.272095,0.036911
4293,0.429300,-0.167099,0.218140,0.242035,0.006653
4294,0.429400,-0.154892,0.187378,0.212357,0.036331
4295,0.429500,-0.137451,0.156433,0.181580,0.005798
4296,0.429600,-0.115540,0.125320,0.151016,0.036362
4297,0.429700,-0.089951,0.094101,0.119644,0.005676
4298,0.429800,-0.061554,0.062790,0.088531,0.036789
4299,0.429900,-0.031250,0.031403,0.056702,0.006088
4300,0.430000,0.000000,0.000000,0.025208,0.037582
4301,0.430100,0.031250,-0.031403,-0.006882,0.006882
4302,0.430200,0.061554,-0.062790,-0.038559,0.038559
4303,0.430300,0.089951,-0.094101,-0.070740,0.007950
4304,0.430400,0.115540,-0.125320,-0.102417,0.039627
4305,0.430500,0.137451,-0.156433,-0.134506,0.009186
4306,0.430600,0.154892,-0.187378,-0.166000,0.040680
4307,0.430700,0.167099,-0.218140,-0.197815,0.010437
4308,0.430800,0.173462,-0.248688,-0.228928,0.041550
4309,0.430900,0.173416,-0.278976,-0.260269,0.011581
4310,0.431000,0.166504,-0.309006,-0.290817,0.042130
4311,0.431100,0.152405,-0.338730,-0.321503,0.012497
4312,0.431200,0.130875,-0.368118,-0.351303,0.042297
4313,0.431300,0.101852,-0.397141,-0.381149,0.013031
4314,0.431400,0.065353,-0.425766,-0.410019,0.041901
4315,0.431500,0.021530,-0.453979,-0.438858,0.013092
4316,0.431600,-0.029327,-0.481750,-0.466660,0.040894
4317,0.431700,-0.086868,-0.509033,-0.494370,0.012619
4318,0.431800,-0.150558,-0.535812,-0.520950,0.039200
4319,0.431900,-0.219803,-0.562073,-0.547379,0.011566
4320,0.432000,-0.293884,-0.587784,-0.572617,0.036804
4321,0.432100,-0.372025,-0.612900,-0.597656,0.009872
4322,0.432200,-0.453354,-0.637421,-0.621506,0.033722
4323,0.432300,-0.536957,-0.661301,-0.645096,0.007675
4324,0.432400,-0.621872,-0.684540,-0.667465,0.030045
4325,0.432500,-0.707092,-0.707092,-0.689529,0.004990
4326,0.432600,-0.791626,-0.728958,-0.710388,0.025848
4327,0.432700,-0.874451,-0.750107,-0.730881,0.001923
4328,0.432800,-0.954575,-0.770508,-0.750198,0.021240
4329,0.432900,-1.031021,-0.790146,-0.769089,-0.001419
4330,0.433000,-1.102905,-0.809006,-0.786850,0.016342
4331,0.433100,-1.169342,-0.827072,-0.804108,-0.004898
4332,0.433200,-1.229584,-0.844315,-0.820282,0.011276
4333,0.433300,-1.282898,-0.860733,-0.835922,-0.008392
4334,0.433400,-1.328720,-0.876297,-0.850525,0.006210
4335,0.433500,-1.366531,-0.891006,-0.864502,-0.011795
4336,0.433600,-1.395966,-0.904816,-0.877533,0.001236
4337,0.433700,-1.416763,-0.917740,-0.889862,-0.014954
4338,0.433800,-1.428787,-0.929764,-0.901367,-0.003448
4339,0.433900,-1.432022,-0.940872,-0.912384,-0.017380
4340,0.434000,-1.426575,-0.951050,-0.922195,-0.007568
4341,0.434100,-1.412704,-0.960281,-0.931534,-0.019516
4342,0.434200,-1.390747,-0.968582,-0.939651,-0.011398
4343,0.434300,-1.361160,-0.975906,-0.947296,-0.021286
4344,0.434400,-1.324554,-0.982285,-0.953705,-0.014877
4345,0.434500,-1.281570,-0.987686,-0.959641,-0.022644
4346,0.434600,-1.232986,-0.992111,-0.964325,-0.017960
4347,0.434700,-1.179611,-0.995560,-0.968536,-0.023575
4348,0.434800,-1.122360,-0.998016,-0.971878,-0.020233
4349,0.434900,-1.062164,-0.999496,-0.974350,-0.023666
4350,0.435000,-1.000000,-1.000000,-0.975922,-0.022095
4351,0.435100,-0.936829,-0.999496,-0.976624,-0.023376
4352,0.435200,-0.873672,-0.998016,-0.976425,-0.023575
4353,0.435300,-0.811493,-0.995560,-0.975311,-0.022705
4354,0.435400,-0.751236,-0.992111,-0.973282,-0.024734
4355,0.435500,-0.693787,-0.987686,-0.970459,-0.021652
4356,0.435600,-0.639999,-0.982285,-0.966568,-0.025543
4357,0.435700,-0.590652,-0.975906,-0.961929,-0.020355
4358,0.435800,-0.546417,-0.968582,-0.956116,-0.026169
4359,0.435900,-0.507874,-0.960281,-0.949554,-0.019028
4360,0.436000,-0.475525,-0.951050,-0.941879,-0.026703
4361,0.436100,-0.449722,-0.940872,-0.933319,-0.017731
4362,0.436200,-0.430756,-0.929764,-0.923782,-0.027267
4363,0.436300,-0.418732,-0.917740,-0.913177,-0.016586
4364,0.436400,-0.413681,-0.904816,-0.901703,-0.028061
4365,0.436500,-0.415466,-0.891006,-0.888947,-0.015869
4366,0.436600,-0.423889,-0.876297,-0.875504,-0.029312
4367,0.436700,-0.438568,-0.860733,-0.860748,-0.015549
4368,0.436800,-0.459061,-0.844315,-0.845322,-0.030975
4369,0.436900,-0.484802,-0.827072,-0.828629,-0.015686
4370,0.437000,-0.515121,-0.809006,-0.811295,-0.033020
4371,0.437100,-0.549271,-0.790146,-0.792694,-0.016312
4372,0.437200,-0.586441,-0.770508,-0.773514,-0.035492
4373,0.437300,-0.625763,-0.750107,-0.753098,-0.017410
4374,0.437400,-0.666290,-0.728958,-0.732178,-0.038330
4375,0.437500,-0.707092,-0.707092,-0.710052,-0.018906
4376,0.437600,-0.747208,-0.684540,-0.687500,-0.041458
4377,0.437700,-0.785645,-0.661301,-0.663803,-0.020737
4378,0.437800,-0.821472,-0.637421,-0.639771,-0.044769
4379,0.437900,-0.853775,-0.612900,-0.614639,-0.022781
4380,0.438000,-0.881668,-0.587784,-0.589279,-0.048141
4381,0.438100,-0.904343,-0.562073,-0.562851,-0.024933
4382,0.438200,-0.921082,-0.535812,-0.536316,-0.051468
4383,0.438300,-0.931198,-0.509033,-0.508789,-0.027023
4384,0.438400,-0.934158,-0.481750,-0.481247,-0.054565
4385,0.438500,-0.929504,-0.453979,-0.452805,-0.028946
4386,0.438600,-0.916916,-0.425766,-0.424454,-0.057297
4387,0.438700,-0.896149,-0.397141,-0.395248,-0.030518
4388,0.438800,-0.867126,-0.368118,-0.366425,-0.059341
4389,0.438900,-0.829880,-0.338730,-0.336792,-0.031326
4390,0.439000,-0.784531,-0.309006,-0.307648,-0.060471
4391,0.439100,-0.731400,-0.278976,-0.277756,-0.031250
4392,0.439200,-0.670853,-0.248688,-0.248413,-0.060593
4393,0.439300,-0.603394,-0.218140,-0.218338,-0.030350
4394,0.439400,-0.529648,-0.187378,-0.188904,-0.059784
4395,0.439500,-0.450317,-0.156433,-0.158722,-0.028656
4396,0.439600,-0.366196,-0.125320,-0.129303,-0.058075
4397,0.439700,-0.278168,-0.094101,-0.099152,-0.026169
4398,0.439800,-0.187134,-0.062790,-0.069809,-0.055511
4399,0.439900,-0.094070,-0.031403,-0.039764,-0.023026
4400,0.440000,0.000000,0.000000,-0.010529,-0.052261
4401,0.440100,0.094070,0.031403,0.019363,-0.019363
4402,0.440200,0.187134,0.062790,0.048401,-0.048401
4403,0.440300,0.278168,0.094101,0.078079,-0.015289
4404,0.440400,0.366196,0.125320,0.106903,-0.044113
4405,0.440500,0.450317,0.156433,0.136368,-0.011047
4406,0.440600,0.529648,0.187378,0.164978,-0.039658
4407,0.440700,0.603394,0.218140,0.194199,-0.006821
4408,0.440800,0.670853,0.248688,0.222580,-0.035202
4409,0.440900,0.731400,0.278976,0.251541,-0.002853
4410,0.441000,0.784531,0.309006,0.279663,-0.030975
4411,0.441100,0.829880,0.338730,0.308395,0.000610
4412,0.441200,0.867126,0.368118,0.336212,-0.027206
4413,0.441300,0.896149,0.397141,0.364456,0.003662
4414,0.441400,0.916916,0.425766,0.391968,-0.023849
4415,0.441500,0.929504,0.453979,0.419647,0.006119
4416,0.441600,0.934158,0.481750,0.446655,-0.020889
4417,0.441700,0.931198,0.509033,0.473679,0.008072
4418,0.441800,0.921082,0.535812,0.500107,-0.018356
4419,0.441900,0.904343,0.562073,0.526367,0.009445
4420,0.442000,0.881668,0.587784,0.552139,-0.016327
4421,0.442100,0.853775,0.612900,0.578125,0.009659
4422,0.442200,0.821472,0.637421,0.603027,-0.015244
4423,0.442300,0.785645,0.661301,0.628021,0.009399
4424,0.442400,0.747208,0.684540,0.651855,-0.014435
4425,0.442500,0.707092,0.707092,0.675705,0.008835
4426,0.442600,0.666290,0.728958,0.698364,-0.013824
4427,0.442700,0.625763,0.750107,0.720963,0.007996
4428,0.442800,0.586441,0.770508,0.742294,-0.013336
4429,0.442900,0.549271,0.790146,0.763519,0.006989
4430,0.443000,0.515121,0.809006,0.783386,-0.012878
4431,0.443100,0.484802,0.827072,0.803085,0.005920
4432,0.443200,0.459061,0.844315,0.821365,-0.012360
4433,0.443300,0.438568,0.860733,0.839447,0.004868
4434,0.443400,0.423889,0.876297,0.856003,-0.011688
4435,0.443500,0.415466,0.891006,0.872299,0.003998
4436,0.443600,0.413681,0.904816,0.887039,-0.010742
4437,0.443700,0.418732,0.917740,0.901459,0.003357
4438,0.443800,0.430756,0.929764,0.914246,-0.009430
4439,0.443900,0.449722,0.940872,0.926682,0.003082
4440,0.444000,0.475525,0.951050,0.937439,-0.007675
4441,0.444100,0.507874,0.960281,0.947784,0.003265
4442,0.444200,0.546417,0.968582,0.956436,-0.005386
4443,0.444300,0.590652,0.975906,0.964645,0.003937
4444,0.444400,0.639999,0.982285,0.971130,-0.002548
4445,0.444500,0.693787,0.987686,0.977142,0.005142
4446,0.444600,0.751236,0.992111,0.981430,0.000854
4447,0.444700,0.811493,0.995560,0.985229,0.006882
4448,0.444800,0.873672,0.998016,0.987289,0.004822
4449,0.444900,0.936829,0.999496,0.988876,0.009140
4450,0.445000,0.999985,1.000000,0.988739,0.009277
4451,0.445100,1.062164,0.999496,0.988129,0.011871
4452,0.445200,1.122360,0.998016,0.985809,0.014191
4453,0.445300,1.179611,0.995560,0.983032,0.014984
4454,0.445400,1.232986,0.992111,0.978592,0.019424
4455,0.445500,1.281570,0.987686,0.973709,0.018402
4456,0.445600,1.324554,0.982285,0.967804,0.024307
4457,0.445700,1.361160,0.975906,0.960892,0.021393
4458,0.445800,1.390747,0.968582,0.952988,0.029297
4459,0.445900,1.412704,0.960281,0.944122,0.024460
4460,0.446000,1.426575,0.951050,0.934326,0.034256
4461,0.446100,1.432022,0.940872,0.923630,0.027420
4462,0.446200,1.428787,0.929764,0.912033,0.039017
4463,0.446300,1.416763,0.917740,0.899582,0.030182
4464,0.446400,1.395966,0.904816,0.886307,0.043457
4465,0.446500,1.366531,0.891006,0.872223,0.032593
4466,0.446600,1.328720,0.876297,0.857361,0.047455
4467,0.446700,1.282898,0.860733,0.841766,0.034531
4468,0.446800,1.229584,0.844315,0.825562,0.050735
4469,0.446900,1.169342,0.827072,0.808624,0.035690
4470,0.447000,1.102905,0.809006,0.791214,0.053101
4471,0.447100,1.031021,0.790146,0.773041,0.035965
4472,0.447200,0.954575,0.770508,0.754517,0.054489
4473,0.447300,0.874451,0.750107,0.735168,0.035339
4474,0.447400,0.791626,0.728958,0.715546,0.054962
4475,0.447500,0.707092,0.707092,0.695084,0.033875
4476,0.447600,0.621872,0.684540,0.674591,0.054367
4477,0.447700,0.536957,0.661301,0.653122,0.031418
4478,0.447800,0.453354,0.637421,0.631638,0.052902
4479,0.447900,0.372025,0.612900,0.609116,0.028305
4480,0.448000,0.293884,0.587784,0.586609,0.050812
4481,0.448100,0.219803,0.562073,0.563049,0.024734
4482,0.448200,0.150558,0.535812,0.539490,0.048294
4483,0.448300,0.086868,0.509033,0.514832,0.020981
4484,0.448400,0.029327,0.481750,0.490204,0.045609
4485,0.448500,-0.021530,0.453979,0.464417,0.017334
4486,0.448600,-0.065353,0.425766,0.438736,0.043015
4487,0.448700,-0.101852,0.397141,0.411835,0.013931
4488,0.448800,-0.130875,0.368118,0.385056,0.040710
4489,0.448900,-0.152405,0.338730,0.357117,0.011002
4490,0.449000,-0.166504,0.309006,0.329330,0.038788
4491,0.449100,-0.173416,0.278976,0.300369,0.008636
4492,0.449200,-0.173462,0.248688,0.271591,0.037415
4493,0.449300,-0.167099,0.218140,0.241531,0.007156
4494,0.449400,-0.154892,0.187378,0.211853,0.036835
4495,0.449500,-0.137451,0.156433,0.181061,0.006317
4496,0.449600,-0.115540,0.125320,0.150528,0.036850
4497,0.449700,-0.089951,0.094101,0.119156,0.006165
4498,0.449800,-0.061554,0.062790,0.088058,0.037262
4499,0.449900,-0.031250,0.031403,0.056274,0.006516
4500,0.450000,0.000000,0.000000,0.024811,0.037979
4501,0.450100,0.031250,-0.031403,-0.007248,0.007248
4502,0.450200,0.061554,-0.062790,-0.038895,0.038895
4503,0.450300,0.089951,-0.094101,-0.071030,0.008240
4504,0.450400,0.115540,-0.125320,-0.102676,0.039886
4505,0.450500,0.137451,-0.156433,-0.134720,0.009399
4506,0.450600,0.154892,-0.187378,-0.166168,0.040848
4507,0.450700,0.167099,-0.218140,-0.197937,0.010559
4508,0.450800,0.173462,-0.248688,-0.229019,0.041641
4509,0.450900,0.173416,-0.278976,-0.260315,0.011627
4510,0.451000,0.166504,-0.309006,-0.290833,0.042145
4511,0.451100,0.152405,-0.338730,-0.321472,0.012466
4512,0.451200,0.130875,-0.368118,-0.351242,0.042236
4513,0.451300,0.101852,-0.397141,-0.381058,0.012939
4514,0.451400,0.065353,-0.425766,-0.409897,0.041779
4515,0.451500,0.021530,-0.453979,-0.438721,0.012955
4516,0.451600,-0.029327,-0.481750,-0.466507,0.040741
4517,0.451700,-0.086868,-0.509033,-0.494186,0.012436
4518,0.451800,-0.150558,-0.535812,-0.520752,0.039001
4519,0.451900,-0.219803,-0.562073,-0.547180,0.011368
4520,0.452000,-0.293884,-0.587784,-0.572418,0.036606
4521,0.452100,-0.372025,-0.612900,-0.597473,0.009689
4522,0.452200,-0.453354,-0.637421,-0.621323,0.033539
4523,0.452300,-0.536957,-0.661301,-0.644928,0.007507
4524,0.452400,-0.621872,-0.684540,-0.667313,0.029892
4525,0.452500,-0.707092,-0.707092,-0.689392,0.004852
4526,0.452600,-0.791626,-0.728958,-0.710281,0.025742
4527,0.452700,-0.874451,-0.750107,-0.730804,0.001846
4528,0.452800,-0.954575,-0.770508,-0.750153,0.021194
4529,0.452900,-1.031021,-0.790146,-0.769089,-0.001419
4530,0.453000,-1.102905,-0.809006,-0.786865,0.016357
4531,0.453100,-1.169342,-0.827072,-0.804169,-0.004837
4532,0.453200,-1.229584,-0.844315,-0.820374,0.011368
4533,0.453300,-1.282898,-0.860733,-0.836044,-0.008270
4534,0.453400,-1.328720,-0.876297,-0.850677,0.006363
4535,0.453500,-1.366531,-0.891006,-0.864700,-0.011597
4536,0.453600,-1.395966,-0.904816,-0.877747,0.001450
4537,0.453700,-1.416763,-0.917740,-0.890106,-0.014709
4538,0.453800,-1.428787,-0.929764,-0.901627,-0.003189
4539,0.453900,-1.432022,-0.940872,-0.912659,-0.017105
4540,0.454000,-1.426575,-0.951050,-0.922501,-0.007263
4541,0.454100,-1.412704,-0.960281,-0.931839,-0.019211
4542,0.454200,-1.390747,-0.968582,-0.939972,-0.011078
4543,0.454300,-1.361160,-0.975906,-0.947601,-0.020981
4544,0.454400,-1.324554,-0.982285,-0.954010,-0.014572
4545,0.454500,-1.281570,-0.987686,-0.959930,-0.022354
4546,0.454600,-1.232986,-0.992111,-0.964615,-0.017670
4547,0.454700,-1.179611,-0.995560,-0.968796,-0.023315
4548,0.454800,-1.122360,-0.998016,-0.972107,-0.020004
4549,0.454900,-1.062164,-0.999496,-0.974548,-0.023468
4550,0.455000,-1.000000,-1.000000,-0.976105,-0.021912
4551,0.455100,-0.936829,-0.999496,-0.976761,-0.023239
4552,0.455200,-0.873672,-0.998016,-0.976517,-0.023483
4553,0.455300,-0.811493,-0.995560,-0.975357,-0.022659
4554,0.455400,-0.751236,-0.992111,-0.973282,-0.024734
4555,0.455500,-0.693787,-0.987686,-0.970398,-0.021713
4556,0.455600,-0.639999,-0.982285,-0.966446,-0.025665
4557,0.455700,-0.590652,-0.975906,-0.961746,-0.020538
4558,0.455800,-0.546417,-0.968582,-0.955887,-0.026398
4559,0.455900,-0.507874,-0.960281,-0.949249,-0.019333
4560,0.456000,-0.475525,-0.951050,-0.941513,-0.027069
4561,0.456100,-0.449722,-0.940872,-0.932922,-0.018127
4562,0.456200,-0.430756,-0.929764,-0.923325,-0.027725
4563,0.456300,-0.418732,-0.917740,-0.912704,-0.017059
4564,0.456400,-0.413681,-0.904816,-0.901184,-0.028580
4565,0.456500,-0.415466,-0.891006,-0.888412,-0.016403
4566,0.456600,-0.423889,-0.876297,-0.874954,-0.029861
4567,0.456700,-0.438568,-0.860733,-0.860199,-0.016098
4568,0.456800,-0.459061,-0.844315,-0.844772,-0.031525
4569,0.456900,-0.484802,-0.827072,-0.828079,-0.016235
4570,0.457000,-0.515121,-0.809006,-0.810760,-0.033554
4571,0.457100,-0.549271,-0.790146,-0.792175,-0.016830
4572,0.457200,-0.586441,-0.770508,-0.773010,-0.035995
4573,0.457300,-0.625763,-0.750107,-0.752625,-0.017883
4574,0.457400,-0.666290,-0.728958,-0.731750,-0.038757
4575,0.457500,-0.707092,-0.707092,-0.709656,-0.019302
4576,0.457600,-0.747208,-0.684540,-0.687149,-0.041809
4577,0.457700,-0.785645,-0.661301,-0.663483,-0.021057
4578,0.457800,-0.821472,-0.637421,-0.639496,-0.045044
4579,0.457900,-0.853775,-0.612900,-0.614395,-0.023026
4580,0.458000,-0.881668,-0.587784,-0.589081,-0.048340
4581,0.458100,-0.904343,-0.562073,-0.562698,-0.025085
4582,0.458200,-0.921082,-0.535812,-0.536224,-0.051559
4583,0.458300,-0.931198,-0.509033,-0.508728,-0.027084
4584,0.458400,-0.934158,-0.481750,-0.481247,-0.054565
4585,0.458500,-0.929504,-0.453979,-0.452820,-0.028931
4586,0.458600,-0.916916,-0.425766,-0.424515,-0.057236
4587,0.458700,-0.896149,-0.397141,-0.395340,-0.030426
4588,0.458800,-0.867126,-0.368118,-0.366577,-0.059189
4589,0.458900,-0.829880,-0.338730,-0.337006,-0.031113
4590,0.459000,-0.784531,-0.309006,-0.307877,-0.060242
4591,0.459100,-0.731400,-0.278976,-0.277985,-0.031021
4592,0.459200,-0.670853,-0.248688,-0.248657,-0.060349
4593,0.459300,-0.603394,-0.218140,-0.218567,-0.030121
4594,0.459400,-0.529648,-0.187378,-0.189117,-0.059570
4595,0.459500,-0.450317,-0.156433,-0.158936,-0.028442
4596,0.459600,-0.366196,-0.125320,-0.129501,-0.057877
4597,0.459700,-0.278168,-0.094101,-0.099335,-0.025986
4598,0.459800,-0.187134,-0.062790,-0.069962,-0.055359
4599,0.459900,-0.094070,-0.031403,-0.039871,-0.022919
4600,0.460000,0.000000,0.000000,-0.010620,-0.052170
4601,0.460100,0.094070,0.031403,0.019302,-0.019302
4602,0.460200,0.187134,0.062790,0.048386,-0.048386
4603,0.460300,0.278168,0.094101,0.078125,-0.015335
4604,0.460400,0.366196,0.125320,0.106964,-0.044174
4605,0.460500,0.450317,0.156433,0.136475,-0.011154
4606,0.460600,0.529648,0.187378,0.165115,-0.039795
4607,0.460700,0.603394,0.218140,0.194366,-0.006989
4608,0.460800,0.670853,0.248688,0.222778,-0.035400
4609,0.460900,0.731400,0.278976,0.251785,-0.003098
4610,0.461000,0.784531,0.309006,0.279938,-0.031250
4611,0.461100,0.829880,0.338730,0.308685,0.000320
4612,0.461200,0.867126,0.368118,0.336533,-0.027527
4613,0.461300,0.896149,0.397141,0.364792,0.003326
4614,0.461400,0.916916,0.425766,0.392303,-0.024185
4615,0.461500,0.929504,0.453979,0.419998,0.005768
4616,0.461600,0.934158,0.481750,0.446991,-0.021225
4617,0.461700,0.931198,0.509033,0.474014,0.007736
4618,0.461800,0.921082,0.535812,0.500427,-0.018677
4619,0.461900,0.904343,0.562073,0.526688,0.009125
4620,0.462000,0.881668,0.587784,0.552429,-0.016617
4621,0.462100,0.853775,0.612900,0.578400,0.009384
4622,0.462200,0.821472,0.637421,0.603287,-0.015503
4623,0.462300,0.785645,0.661301,0.628235,0.009186
4624,0.462400,0.747208,0.684540,0.652054,-0.014633
4625,0.462500,0.707092,0.707092,0.675873,0.008667
4626,0.462600,0.666290,0.728958,0.698486,-0.013947
4627,0.462700,0.625763,0.750107,0.721054,0.007904
4628,0.462800,0.586441,0.770508,0.742340,-0.013382
4629,0.462900,0.549271,0.790146,0.763535,0.006973
4630,0.463000,0.515121,0.809006,0.783371,-0.012863
4631,0.463100,0.484802,0.827072,0.803040,0.005966
4632,0.463200,0.459061,0.844315,0.821289,-0.012283
4633,0.463300,0.438568,0.860733,0.839325,0.004990
4634,0.463400,0.423889,0.876297,0.855850,-0.011536
4635,0.463500,0.415466,0.891006,0.872116,0.004181
4636,0.463600,0.413681,0.904816,0.886826,-0.010529
4637,0.463700,0.418732,0.917740,0.901215,0.003601
4638,0.463800,0.430756,0.929764,0.913986,-0.009171
