sample,time_s,x_in_V,d_in_V,y_out_V,e_out_V
4639,0.463900,0.449722,0.940872,0.926407,0.003357
4640,0.464000,0.475525,0.951050,0.937149,-0.007385
4641,0.464100,0.507874,0.960281,0.947495,0.003555
4642,0.464200,0.546417,0.968582,0.956146,-0.005096
4643,0.464300,0.590652,0.975906,0.964355,0.004227
4644,0.464400,0.639999,0.982285,0.970840,-0.002258
4645,0.464500,0.693787,0.987686,0.976868,0.005417
4646,0.464600,0.751236,0.992111,0.981155,0.001129
4647,0.464700,0.811493,0.995560,0.984985,0.007126
4648,0.464800,0.873672,0.998016,0.987076,0.005035
4649,0.464900,0.936829,0.999496,0.988678,0.009338
4650,0.465000,0.999985,1.000000,0.988556,0.009460
4651,0.465100,1.062164,0.999496,0.987976,0.012024
4652,0.465200,1.122360,0.998016,0.985687,0.014313
4653,0.465300,1.179611,0.995560,0.982941,0.015076
4654,0.465400,1.232986,0.992111,0.978531,0.019485
4655,0.465500,1.281570,0.987686,0.973679,0.018433
4656,0.465600,1.324554,0.982285,0.967804,0.024307
4657,0.465700,1.361160,0.975906,0.960922,0.021362
4658,0.465800,1.390747,0.968582,0.953064,0.029221
4659,0.465900,1.412704,0.960281,0.944229,0.024353
4660,0.466000,1.426575,0.951050,0.934448,0.034134
4661,0.466100,1.432022,0.940872,0.923767,0.027283
4662,0.466200,1.428787,0.929764,0.912201,0.038849
4663,0.466300,1.416763,0.917740,0.899765,0.029999
4664,0.466400,1.395966,0.904816,0.886505,0.043259
4665,0.466500,1.366531,0.891006,0.872421,0.032394
4666,0.466600,1.328720,0.876297,0.857574,0.047241
4667,0.466700,1.282898,0.860733,0.841965,0.034332
4668,0.466800,1.229584,0.844315,0.825760,0.050537
4669,0.466900,1.169342,0.827072,0.808792,0.035522
4670,0.467000,1.102905,0.809006,0.791367,0.052948
4671,0.467100,1.031021,0.790146,0.773178,0.035828
4672,0.467200,0.954575,0.770508,0.754639,0.054367
4673,0.467300,0.874451,0.750107,0.735275,0.035233
4674,0.467400,0.791626,0.728958,0.715607,0.054901
4675,0.467500,0.707092,0.707092,0.695129,0.033829
4676,0.467600,0.621872,0.684540,0.674606,0.054352
4677,0.467700,0.536957,0.661301,0.653091,0.031448
4678,0.467800,0.453354,0.637421,0.631561,0.052979
4679,0.467900,0.372025,0.612900,0.609009,0.028412
4680,0.468000,0.293884,0.587784,0.586441,0.050980
4681,0.468100,0.219803,0.562073,0.562836,0.024948
4682,0.468200,0.150558,0.535812,0.539261,0.048523
4683,0.468300,0.086868,0.509033,0.514572,0.021240
4684,0.468400,0.029327,0.481750,0.489899,0.045914
4685,0.468500,-0.021530,0.453979,0.464096,0.017654
4686,0.468600,-0.065353,0.425766,0.438385,0.043365
4687,0.468700,-0.101852,0.397141,0.411469,0.014297
4688,0.468800,-0.130875,0.368118,0.384689,0.041077
4689,0.468900,-0.152405,0.338730,0.356750,0.011368
4690,0.469000,-0.166504,0.309006,0.328979,0.039139
4691,0.469100,-0.173416,0.278976,0.300018,0.008987
4692,0.469200,-0.173462,0.248688,0.271240,0.037766
4693,0.469300,-0.167099,0.218140,0.241180,0.007507
4694,0.469400,-0.154892,0.187378,0.211533,0.037155
4695,0.469500,-0.137451,0.156433,0.180756,0.006622
4696,0.469600,-0.115540,0.125320,0.150238,0.037140
4697,0.469700,-0.089951,0.094101,0.118896,0.006424
4698,0.469800,-0.061554,0.062790,0.087814,0.037506
4699,0.469900,-0.031250,0.031403,0.056046,0.006744
4700,0.470000,0.000000,0.000000,0.024628,0.038162
4701,0.470100,0.031250,-0.031403,-0.007401,0.007401
4702,0.470200,0.061554,-0.062790,-0.039017,0.039017
4703,0.470300,0.089951,-0.094101,-0.071121,0.008331
4704,0.470400,0.115540,-0.125320,-0.102722,0.039932
4705,0.470500,0.137451,-0.156433,-0.134735,0.009415
4706,0.470600,0.154892,-0.187378,-0.166153,0.040833
4707,0.470700,0.167099,-0.218140,-0.197891,0.010513
4708,0.470800,0.173462,-0.248688,-0.228928,0.041550
4709,0.470900,0.173416,-0.278976,-0.260193,0.011505
4710,0.471000,0.166504,-0.309006,-0.290680,0.041992
4711,0.471100,0.152405,-0.338730,-0.321304,0.012299
4712,0.471200,0.130875,-0.368118,-0.351044,0.042038
4713,0.471300,0.101852,-0.397141,-0.380844,0.012726
4714,0.471400,0.065353,-0.425766,-0.409668,0.041550
4715,0.471500,0.021530,-0.453979,-0.438492,0.012726
4716,0.471600,-0.029327,-0.481750,-0.466263,0.040497
4717,0.471700,-0.086868,-0.509033,-0.493958,0.012207
4718,0.471800,-0.150558,-0.535812,-0.520523,0.038773
4719,0.471900,-0.219803,-0.562073,-0.546967,0.011154
4720,0.472000,-0.293884,-0.587784,-0.572205,0.036392
4721,0.472100,-0.372025,-0.612900,-0.597275,0.009491
4722,0.472200,-0.453354,-0.637421,-0.621155,0.033371
4723,0.472300,-0.536957,-0.661301,-0.644775,0.007355
4724,0.472400,-0.621872,-0.684540,-0.667191,0.029770
4725,0.472500,-0.707092,-0.707092,-0.689301,0.004761
4726,0.472600,-0.791626,-0.728958,-0.710220,0.025681
4727,0.472700,-0.874451,-0.750107,-0.730774,0.001816
4728,0.472800,-0.954575,-0.770508,-0.750153,0.021194
4729,0.472900,-1.031021,-0.790146,-0.769119,-0.001389
4730,0.473000,-1.102905,-0.809006,-0.786926,0.016418
4731,0.473100,-1.169342,-0.827072,-0.804260,-0.004745
4732,0.473200,-1.229584,-0.844315,-0.820496,0.011490
4733,0.473300,-1.282898,-0.860733,-0.836197,-0.008118
4734,0.473400,-1.328720,-0.876297,-0.850861,0.006546
4735,0.473500,-1.366531,-0.891006,-0.864899,-0.011398
4736,0.473600,-1.395966,-0.904816,-0.877975,0.001678
4737,0.473700,-1.416763,-0.917740,-0.890350,-0.014465
4738,0.473800,-1.428787,-0.929764,-0.901886,-0.002930
4739,0.473900,-1.432022,-0.940872,-0.912933,-0.016830
4740,0.474000,-1.426575,-0.951050,-0.922760,-0.007004
4741,0.474100,-1.412704,-0.960281,-0.932114,-0.018936
4742,0.474200,-1.390747,-0.968582,-0.940231,-0.010818
4743,0.474300,-1.361160,-0.975906,-0.947861,-0.020721
4744,0.474400,-1.324554,-0.982285,-0.954269,-0.014313
4745,0.474500,-1.281570,-0.987686,-0.960159,-0.022125
4746,0.474600,-1.232986,-0.992111,-0.964828,-0.017456
4747,0.474700,-1.179611,-0.995560,-0.968979,-0.023132
4748,0.474800,-1.122360,-0.998016,-0.972275,-0.019836
4749,0.474900,-1.062164,-0.999496,-0.974686,-0.023331
4750,0.475000,-1.000000,-1.000000,-0.976196,-0.021820
4751,0.475100,-0.936829,-0.999496,-0.976822,-0.023178
4752,0.475200,-0.873672,-0.998016,-0.976547,-0.023453
4753,0.475300,-0.811493,-0.995560,-0.975357,-0.022659
4754,0.475400,-0.751236,-0.992111,-0.973251,-0.024765
4755,0.475500,-0.693787,-0.987686,-0.970306,-0.021805
4756,0.475600,-0.639999,-0.982285,-0.966339,-0.025772
4757,0.475700,-0.590652,-0.975906,-0.961594,-0.020691
4758,0.475800,-0.546417,-0.968582,-0.955704,-0.026581
4759,0.475900,-0.507874,-0.960281,-0.949036,-0.019547
4760,0.476000,-0.475525,-0.951050,-0.941208,-0.027374
4761,0.476100,-0.449722,-0.940872,-0.932587,-0.018463
4762,0.476200,-0.430756,-0.929764,-0.922974,-0.028076
4763,0.476300,-0.418732,-0.917740,-0.912338,-0.017426
4764,0.476400,-0.413681,-0.904816,-0.900818,-0.028946
4765,0.476500,-0.415466,-0.891006,-0.888031,-0.016785
4766,0.476600,-0.423889,-0.876297,-0.874573,-0.030243
4767,0.476700,-0.438568,-0.860733,-0.859818,-0.016479
4768,0.476800,-0.459061,-0.844315,-0.844406,-0.031891
4769,0.476900,-0.484802,-0.827072,-0.827713,-0.016602
4770,0.477000,-0.515121,-0.809006,-0.810425,-0.033890
4771,0.477100,-0.549271,-0.790146,-0.791855,-0.017151
4772,0.477200,-0.586441,-0.770508,-0.772736,-0.036270
4773,0.477300,-0.625763,-0.750107,-0.752365,-0.018143
4774,0.477400,-0.666290,-0.728958,-0.731506,-0.039001
4775,0.477500,-0.707092,-0.707092,-0.709457,-0.019501
4776,0.477600,-0.747208,-0.684540,-0.686981,-0.041977
4777,0.477700,-0.785645,-0.661301,-0.663345,-0.021194
4778,0.477800,-0.821472,-0.637421,-0.639404,-0.045135
4779,0.477900,-0.853775,-0.612900,-0.614334,-0.023087
4780,0.478000,-0.881668,-0.587784,-0.589050,-0.048370
4781,0.478100,-0.904343,-0.562073,-0.562698,-0.025085
4782,0.478200,-0.921082,-0.535812,-0.536255,-0.051529
4783,0.478300,-0.931198,-0.509033,-0.508789,-0.027023
4784,0.478400,-0.934158,-0.481750,-0.481339,-0.054474
4785,0.478500,-0.929504,-0.453979,-0.452927,-0.028824
4786,0.478600,-0.916916,-0.425766,-0.424652,-0.057098
4787,0.478700,-0.896149,-0.397141,-0.395493,-0.030273
4788,0.478800,-0.867126,-0.368118,-0.366745,-0.059021
4789,0.478900,-0.829880,-0.338730,-0.337189,-0.030930
4790,0.479000,-0.784531,-0.309006,-0.308060,-0.060059
4791,0.479100,-0.731400,-0.278976,-0.278168,-0.030838
4792,0.479200,-0.670853,-0.248688,-0.248840,-0.060165
4793,0.479300,-0.603394,-0.218140,-0.218750,-0.029938
4794,0.479400,-0.529648,-0.187378,-0.189301,-0.059387
4795,0.479500,-0.450317,-0.156433,-0.159103,-0.028275
4796,0.479600,-0.366196,-0.125320,-0.129639,-0.057739
4797,0.479700,-0.278168,-0.094101,-0.099426,-0.025894
4798,0.479800,-0.187134,-0.062790,-0.070038,-0.055283
4799,0.479900,-0.094070,-0.031403,-0.039917,-0.022873
4800,0.480000,0.000000,0.000000,-0.010635,-0.052155
4801,0.480100,0.094070,0.031403,0.019318,-0.019318
4802,0.480200,0.187134,0.062790,0.048431,-0.048431
4803,0.480300,0.278168,0.094101,0.078201,-0.015411
4804,0.480400,0.366196,0.125320,0.107086,-0.044296
4805,0.480500,0.450317,0.156433,0.136612,-0.011292
4806,0.480600,0.529648,0.187378,0.165298,-0.039978
4807,0.480700,0.603394,0.218140,0.194580,-0.007202
4808,0.480800,0.670853,0.248688,0.223022,-0.035645
4809,0.480900,0.731400,0.278976,0.252060,-0.003372
4810,0.481000,0.784531,0.309006,0.280228,-0.031540
4811,0.481100,0.829880,0.338730,0.309006,0.000000
4812,0.481200,0.867126,0.368118,0.336853,-0.027847
4813,0.481300,0.896149,0.397141,0.365128,0.002991
4814,0.481400,0.916916,0.425766,0.392624,-0.024506
4815,0.481500,0.929504,0.453979,0.420319,0.005447
4816,0.481600,0.934158,0.481750,0.447296,-0.021530
4817,0.481700,0.931198,0.509033,0.474319,0.007431
4818,0.481800,0.921082,0.535812,0.500717,-0.018967
4819,0.481900,0.904343,0.562073,0.526962,0.008850
4820,0.482000,0.881668,0.587784,0.552689,-0.016876
4821,0.482100,0.853775,0.612900,0.578140,0.009644
4822,0.482200,0.821472,0.637421,0.602997,-0.015213
4823,0.482300,0.785645,0.661301,0.627945,0.009476
4824,0.482400,0.747208,0.684540,0.651749,-0.014328
4825,0.482500,0.707092,0.707092,0.675568,0.008972
4826,0.482600,0.666290,0.728958,0.698166,-0.013626
4827,0.482700,0.625763,0.750107,0.720718,0.008240
4828,0.482800,0.586441,0.770508,0.742004,-0.013046
4829,0.482900,0.549271,0.790146,0.763168,0.007339
4830,0.483000,0.515121,0.809006,0.782990,-0.012482
4831,0.483100,0.484802,0.827072,0.802658,0.006348
4832,0.483200,0.459061,0.844315,0.820892,-0.011887
4833,0.483300,0.438568,0.860733,0.838913,0.005402
4834,0.483400,0.423889,0.876297,0.855438,-0.011124
4835,0.483500,0.415466,0.891006,0.871704,0.004593
4836,0.483600,0.413681,0.904816,0.886414,-0.010117
4837,0.483700,0.418732,0.917740,0.900803,0.004013
4838,0.483800,0.430756,0.929764,0.913574,-0.008759
4839,0.483900,0.449722,0.940872,0.925995,0.003769
4840,0.484000,0.475525,0.951050,0.936752,-0.006989
4841,0.484100,0.507874,0.960281,0.947113,0.003937
4842,0.484200,0.546417,0.968582,0.955780,-0.004730
4843,0.484300,0.590652,0.975906,0.964020,0.004562
4844,0.484400,0.639999,0.982285,0.970535,-0.001953
4845,0.484500,0.693787,0.987686,0.976593,0.005692
4846,0.484600,0.751236,0.992111,0.980927,0.001358
4847,0.484700,0.811493,0.995560,0.984787,0.007324
4848,0.484800,0.873672,0.998016,0.986908,0.005203
4849,0.484900,0.936829,0.999496,0.988556,0.009460
4850,0.485000,0.999985,1.000000,0.988495,0.009521
4851,0.485100,1.062164,0.999496,0.987961,0.012039
4852,0.485200,1.122360,0.998016,0.985718,0.014282
4853,0.485300,1.179611,0.995560,0.983017,0.014999
4854,0.485400,1.232986,0.992111,0.978668,0.019348
4855,0.485500,1.281570,0.987686,0.973862,0.018250
4856,0.485600,1.324554,0.982285,0.968048,0.024063
4857,0.485700,1.361160,0.975906,0.961212,0.021072
4858,0.485800,1.390747,0.968582,0.953384,0.028900
4859,0.485900,1.412704,0.960281,0.944611,0.023972
4860,0.486000,1.426575,0.951050,0.934875,0.033707
4861,0.486100,1.432022,0.940872,0.924240,0.026810
4862,0.486200,1.428787,0.929764,0.912704,0.038345
4863,0.486300,1.416763,0.917740,0.900299,0.029465
4864,0.486400,1.395966,0.904816,0.887070,0.042694
4865,0.486500,1.366531,0.891006,0.873016,0.031799
4866,0.486600,1.328720,0.876297,0.858185,0.046631
4867,0.486700,1.282898,0.860733,0.842606,0.033691
4868,0.486800,1.229584,0.844315,0.826401,0.049896
4869,0.486900,1.169342,0.827072,0.809448,0.034866
4870,0.487000,1.102905,0.809006,0.792007,0.052307
4871,0.487100,1.031021,0.790146,0.773819,0.035187
4872,0.487200,0.954575,0.770508,0.755249,0.053757
4873,0.487300,0.874451,0.750107,0.735886,0.034622
4874,0.487400,0.791626,0.728958,0.716202,0.054306
4875,0.487500,0.707092,0.707092,0.695709,0.033249
4876,0.487600,0.621872,0.684540,0.675140,0.053818
4877,0.487700,0.536957,0.661301,0.653595,0.030945
4878,0.487800,0.453354,0.637421,0.632019,0.052521
4879,0.487900,0.372025,0.612900,0.609436,0.027985
4880,0.488000,0.293884,0.587784,0.586853,0.050568
4881,0.488100,0.219803,0.562073,0.563202,0.024582
4882,0.488200,0.150558,0.535812,0.539597,0.048187
4883,0.488300,0.086868,0.509033,0.514877,0.020935
4884,0.488400,0.029327,0.481750,0.490204,0.045609
4885,0.488500,-0.021530,0.453979,0.464325,0.017426
4886,0.488600,-0.065353,0.425766,0.438599,0.043152
4887,0.488700,-0.101852,0.397141,0.411652,0.014114
4888,0.488800,-0.130875,0.368118,0.384857,0.040909
4889,0.488900,-0.152405,0.338730,0.356903,0.011215
4890,0.489000,-0.166504,0.309006,0.329086,0.039032
4891,0.489100,-0.173416,0.278976,0.300125,0.008881
4892,0.489200,-0.173462,0.248688,0.271362,0.037643
4893,0.489300,-0.167099,0.218140,0.241302,0.007385
4894,0.489400,-0.154892,0.187378,0.211655,0.037033
4895,0.489500,-0.137451,0.156433,0.180908,0.006470
4896,0.489600,-0.115540,0.125320,0.150391,0.036987
4897,0.489700,-0.089951,0.094101,0.119080,0.006241
4898,0.489800,-0.061554,0.062790,0.088028,0.037292
4899,0.489900,-0.031250,0.031403,0.056290,0.006500
4900,0.490000,0.000000,0.000000,0.024887,0.037903
4901,0.490100,0.031250,-0.031403,-0.007111,0.007111
4902,0.490200,0.061554,-0.062790,-0.038696,0.038696
4903,0.490300,0.089951,-0.094101,-0.070770,0.007980
4904,0.490400,0.115540,-0.125320,-0.102341,0.039551
4905,0.490500,0.137451,-0.156433,-0.134338,0.009018
4906,0.490600,0.154892,-0.187378,-0.165726,0.040405
4907,0.490700,0.167099,-0.218140,-0.197433,0.010056
4908,0.490800,0.173462,-0.248688,-0.228455,0.041077
4909,0.490900,0.173416,-0.278976,-0.259705,0.011017
4910,0.491000,0.166504,-0.309006,-0.290176,0.041489
4911,0.491100,0.152405,-0.338730,-0.320786,0.011780
4912,0.491200,0.130875,-0.368118,-0.350510,0.041504
4913,0.491300,0.101852,-0.397141,-0.380310,0.012192
4914,0.491400,0.065353,-0.425766,-0.409134,0.041016
4915,0.491500,0.021530,-0.453979,-0.437958,0.012192
4916,0.491600,-0.029327,-0.481750,-0.465729,0.039963
4917,0.491700,-0.086868,-0.509033,-0.493423,0.011673
4918,0.491800,-0.150558,-0.535812,-0.520020,0.038269
4919,0.491900,-0.219803,-0.562073,-0.546463,0.010651
4920,0.492000,-0.293884,-0.587784,-0.571747,0.035934
4921,0.492100,-0.372025,-0.612900,-0.596848,0.009064
4922,0.492200,-0.453354,-0.637421,-0.620743,0.032959
4923,0.492300,-0.536957,-0.661301,-0.644409,0.006989
4924,0.492400,-0.621872,-0.684540,-0.666855,0.029434
4925,0.492500,-0.707092,-0.707092,-0.689011,0.004471
4926,0.492600,-0.791626,-0.728958,-0.709961,0.025421
4927,0.492700,-0.874451,-0.750107,-0.730560,0.001602
4928,0.492800,-0.954575,-0.770508,-0.749985,0.021027
4929,0.492900,-1.031021,-0.790146,-0.768982,-0.001526
4930,0.493000,-1.102905,-0.809006,-0.786835,0.016327
4931,0.493100,-1.169342,-0.827072,-0.804199,-0.004807
4932,0.493200,-1.229584,-0.844315,-0.820480,0.011475
4933,0.493300,-1.282898,-0.860733,-0.836212,-0.008102
4934,0.493400,-1.328720,-0.876297,-0.850891,0.006577
4935,0.493500,-1.366531,-0.891006,-0.864975,-0.011322
4936,0.493600,-1.395966,-0.904816,-0.878067,0.001770
4937,0.493700,-1.416763,-0.917740,-0.890472,-0.014343
4938,0.493800,-1.428787,-0.929764,-0.902023,-0.002792
4939,0.493900,-1.432022,-0.940872,-0.913086,-0.016678
4940,0.494000,-1.426575,-0.951050,-0.922928,-0.006836
4941,0.494100,-1.412704,-0.960281,-0.932281,-0.018768
4942,0.494200,-1.390747,-0.968582,-0.940414,-0.010635
4943,0.494300,-1.361160,-0.975906,-0.948044,-0.020538
4944,0.494400,-1.324554,-0.982285,-0.954437,-0.014145
4945,0.494500,-1.281570,-0.987686,-0.960342,-0.021942
4946,0.494600,-1.232986,-0.992111,-0.964981,-0.017303
4947,0.494700,-1.179611,-0.995560,-0.969131,-0.022980
4948,0.494800,-1.122360,-0.998016,-0.972412,-0.019699
4949,0.494900,-1.062164,-0.999496,-0.974808,-0.023209
4950,0.495000,-1.000000,-1.000000,-0.976303,-0.021713
4951,0.495100,-0.936829,-0.999496,-0.976913,-0.023087
4952,0.495200,-0.873672,-0.998016,-0.976608,-0.023392
4953,0.495300,-0.811493,-0.995560,-0.975403,-0.022614
4954,0.495400,-0.751236,-0.992111,-0.973267,-0.024750
4955,0.495500,-0.693787,-0.987686,-0.970276,-0.021835
4956,0.495600,-0.639999,-0.982285,-0.966278,-0.025833
4957,0.495700,-0.590652,-0.975906,-0.961517,-0.020767
4958,0.495800,-0.546417,-0.968582,-0.955612,-0.026672
4959,0.495900,-0.507874,-0.960281,-0.948944,-0.019638
4960,0.496000,-0.475525,-0.951050,-0.941101,-0.027481
4961,0.496100,-0.449722,-0.940872,-0.932465,-0.018585
4962,0.496200,-0.430756,-0.929764,-0.922852,-0.028198
4963,0.496300,-0.418732,-0.917740,-0.912216,-0.017548
4964,0.496400,-0.413681,-0.904816,-0.900696,-0.029068
4965,0.496500,-0.415466,-0.891006,-0.887955,-0.016861
4966,0.496600,-0.423889,-0.876297,-0.874496,-0.030319
4967,0.496700,-0.438568,-0.860733,-0.859756,-0.016541
4968,0.496800,-0.459061,-0.844315,-0.844376,-0.031921
4969,0.496900,-0.484802,-0.827072,-0.827713,-0.016602
4970,0.497000,-0.515121,-0.809006,-0.810440,-0.033875
4971,0.497100,-0.549271,-0.790146,-0.791901,-0.017105
4972,0.497200,-0.586441,-0.770508,-0.772812,-0.036194
4973,0.497300,-0.625763,-0.750107,-0.752472,-0.018036
4974,0.497400,-0.666290,-0.728958,-0.731659,-0.038849
4975,0.497500,-0.707092,-0.707092,-0.709625,-0.019333
4976,0.497600,-0.747208,-0.684540,-0.687210,-0.041748
4977,0.497700,-0.785645,-0.661301,-0.663605,-0.020935
4978,0.497800,-0.821472,-0.637421,-0.639694,-0.044846
4979,0.497900,-0.853775,-0.612900,-0.614670,-0.022751
4980,0.498000,-0.881668,-0.587784,-0.589432,-0.047989
4981,0.498100,-0.904343,-0.562073,-0.563110,-0.024673
4982,0.498200,-0.921082,-0.535812,-0.536697,-0.051086
4983,0.498300,-0.931198,-0.509033,-0.509262,-0.026550
4984,0.498400,-0.934158,-0.481750,-0.481827,-0.053986
4985,0.498500,-0.929504,-0.453979,-0.453445,-0.028305
4986,0.498600,-0.916916,-0.425766,-0.425186,-0.056564
4987,0.498700,-0.896149,-0.397141,-0.396042,-0.029724
4988,0.498800,-0.867126,-0.368118,-0.367279,-0.058487
4989,0.498900,-0.829880,-0.338730,-0.337692,-0.030426
4990,0.499000,-0.784531,-0.309006,-0.308578,-0.059540
4991,0.499100,-0.731400,-0.278976,-0.278687,-0.030319
4992,0.499200,-0.670853,-0.248688,-0.249344,-0.059662
4993,0.499300,-0.603394,-0.218140,-0.219223,-0.029465
4994,0.499400,-0.529648,-0.187378,-0.189758,-0.058929
4995,0.499500,-0.450317,-0.156433,-0.159531,-0.027847
4996,0.499600,-0.366196,-0.125320,-0.130020,-0.057358
4997,0.499700,-0.278168,-0.094101,-0.099792,-0.025528
4998,0.499800,-0.187134,-0.062790,-0.070358,-0.054962
4999,0.499900,-0.094070,-0.031403,-0.040222,-0.022568
5000,0.500000,0.000000,0.000000,-0.010910,-0.051880
5001,0.500100,0.094070,0.031403,0.019089,-0.019089
5002,0.500200,0.187134,0.062790,0.048218,-0.048218
5003,0.500300,0.278168,0.094101,0.078018,-0.015228
5004,0.500400,0.366196,0.125320,0.106934,-0.044144
5005,0.500500,0.450317,0.156433,0.136490,-0.011169
5006,0.500600,0.529648,0.187378,0.165192,-0.039871
5007,0.500700,0.603394,0.218140,0.194504,-0.007126
5008,0.500800,0.670853,0.248688,0.222977,-0.035599
5009,0.500900,0.731400,0.278976,0.252045,-0.003357
5010,0.501000,0.784531,0.309006,0.280228,-0.031540
5011,0.501100,0.829880,0.338730,0.309036,-0.000031
5012,0.501200,0.867126,0.368118,0.336899,-0.027893
5013,0.501300,0.896149,0.397141,0.365189,0.002930
5014,0.501400,0.916916,0.425766,0.392700,-0.024582
5015,0.501500,0.929504,0.453979,0.420395,0.005371
5016,0.501600,0.934158,0.481750,0.447388,-0.021622
5017,0.501700,0.931198,0.509033,0.474396,0.007355
5018,0.501800,0.921082,0.535812,0.500793,-0.019043
5019,0.501900,0.904343,0.562073,0.527008,0.008804
5020,0.502000,0.881668,0.587784,0.552734,-0.016922
5021,0.502100,0.853775,0.612900,0.578064,0.009720
5022,0.502200,0.821472,0.637421,0.602890,-0.015106
5023,0.502300,0.785645,0.661301,0.627823,0.009598
5024,0.502400,0.747208,0.684540,0.651581,-0.014160
5025,0.502500,0.707092,0.707092,0.675369,0.009171
5026,0.502600,0.666290,0.728958,0.697952,-0.013412
5027,0.502700,0.625763,0.750107,0.720474,0.008484
5028,0.502800,0.586441,0.770508,0.741714,-0.012756
5029,0.502900,0.549271,0.790146,0.762863,0.007645
5030,0.503000,0.515121,0.809006,0.782669,-0.012161
5031,0.503100,0.484802,0.827072,0.802307,0.006699
5032,0.503200,0.459061,0.844315,0.820526,-0.011520
5033,0.503300,0.438568,0.860733,0.838531,0.005783
5034,0.503400,0.423889,0.876297,0.855042,-0.010727
5035,0.503500,0.415466,0.891006,0.871307,0.004990
5036,0.503600,0.413681,0.904816,0.886002,-0.009705
5037,0.503700,0.418732,0.917740,0.900391,0.004425
5038,0.503800,0.430756,0.929764,0.913177,-0.008362
